,time,Alleymultiproxy
594,-1051.26,-0.3458020086083202
595,-1042.65,-0.3428020086083201
596,-1033.73,-0.24980200860832014
597,-1024.98,-0.14980200860831872
598,-1016.75,-0.007802008608319255
599,-1008.06,0.035197991391680006
600,-998.549,0.06119799139167981
601,-990.328,0.06319799139168225
602,-981.625,0.10119799139167895
603,-973.903,0.20819799139168182
604,-964.939,0.27319799139167955
605,-955.867,0.24019799139168185
606,-947.684,0.11219799139168174
607,-939.188,-0.09080200860832122
608,-931.148,-0.19280200860831798
609,-922.222,-0.2918020086083182
610,-912.2280000000001,-0.4718020086083179
611,-903.0909999999999,-0.5258020086083199
612,-895.097,-0.5418020086083182
613,-886.462,-0.5138020086083195
614,-878.4110000000001,-0.5858020086083187
615,-869.22,-0.6418020086083196
616,-860.838,-0.6478020086083198
617,-852.799,-0.6298020086083191
618,-844.395,-0.6238020086083189
619,-835.738,-0.6078020086083207
620,-826.615,-0.5798020086083184
621,-816.94,-0.5768020086083183
622,-807.722,-0.6098020086083196
623,-798.4280000000001,-0.6388020086083195
624,-789.3620000000001,-0.648802008608321
625,-779.45,-0.71480200860832
626,-769.7080000000001,-0.8108020086083201
627,-760.5740000000001,-0.9778020086083181
628,-751.827,-1.1658020086083205
629,-742.9760000000001,-1.2598020086083181
630,-733.7439999999999,-1.2378020086083197
631,-724.7270000000001,-1.15380200860832
632,-716.2539999999999,-1.0938020086083178
633,-707.5830000000001,-1.0728020086083205
634,-698.6220000000001,-1.0078020086083193
635,-689.778,-0.9838020086083183
636,-681.144,-0.9228020086083184
637,-672.3679999999999,-0.96480200860832
638,-663.8140000000001,-1.0368020086083192
639,-655.271,-1.0458020086083195
640,-646.9000000000001,-0.9878020086083197
641,-638.325,-0.9818020086083195
642,-629.7829999999999,-1.0538020086083186
643,-621.4639999999999,-1.0958020086083202
644,-613.338,-1.1428020086083208
645,-604.848,-1.177802008608321
646,-596.972,-1.212802008608321
647,-588.184,-1.253802008608318
648,-579.8109999999999,-1.2798020086083177
649,-571.7339999999999,-1.2948020086083183
650,-563.8779999999999,-1.2768020086083176
651,-555.7860000000001,-1.2108020086083187
652,-546.961,-1.1658020086083205
653,-538.1610000000001,-1.0748020086083194
654,-529.979,-1.0718020086083193
655,-519.6099999999999,-1.1078020086083207
656,-510.547,-1.12180200860832
657,-502.12799999999993,-1.1478020086083198
658,-493.90599999999995,-1.1208020086083188
659,-485.8599999999999,-1.1408020086083184
660,-477.154,-1.148802008608321
661,-468.21000000000004,-1.2058020086083197
662,-460.14599999999996,-1.2528020086083203
663,-452.15100000000007,-1.2878020086083204
664,-444.124,-1.2728020086083198
665,-444.124,-1.2288020086083193
666,-435.395,-1.2228020086083191
