Site,Age (yr bp1950),T annual anom (oC),
NGRIP,10210,-3.593,
NGRIP,10220,-3.574,
NGRIP,10230,-3.558,
NGRIP,10240,-3.558,
NGRIP,10250,-3.578,
NGRIP,10260,-3.615,
NGRIP,10270,-3.654,
NGRIP,10280,-3.685,
NGRIP,10290,-3.702,
NGRIP,10300,-3.695,
NGRIP,10310,-3.651,
NGRIP,10320,-3.570,
NGRIP,10330,-3.468,
NGRIP,10340,-3.359,
NGRIP,10350,-3.254,
NGRIP,10360,-3.163,
NGRIP,10370,-3.092,
NGRIP,10380,-3.043,
NGRIP,10390,-3.012,
NGRIP,10400,-2.996,
NGRIP,10410,-2.998,
NGRIP,10420,-3.016,
NGRIP,10430,-3.048,
NGRIP,10440,-3.092,
NGRIP,10450,-3.146,
NGRIP,10460,-3.205,
NGRIP,10470,-3.255,
NGRIP,10480,-3.279,
NGRIP,10490,-3.272,
NGRIP,10500,-3.246,
NGRIP,10510,-3.216,
NGRIP,10520,-3.198,
NGRIP,10530,-3.196,
NGRIP,10540,-3.206,
NGRIP,10550,-3.216,
NGRIP,10560,-3.222,
NGRIP,10570,-3.233,
NGRIP,10580,-3.265,
NGRIP,10590,-3.329,
NGRIP,10600,-3.417,
NGRIP,10610,-3.519,
NGRIP,10620,-3.629,
NGRIP,10630,-3.731,
NGRIP,10640,-3.810,
NGRIP,10650,-3.873,
NGRIP,10660,-3.943,
NGRIP,10670,-4.047,
NGRIP,10680,-4.197,
NGRIP,10690,-4.392,
NGRIP,10700,-4.615,
NGRIP,10710,-4.845,
NGRIP,10720,-5.061,
NGRIP,10730,-5.260,
NGRIP,10740,-5.451,
NGRIP,10750,-5.653,
NGRIP,10760,-5.867,
NGRIP,10770,-6.069,
NGRIP,10780,-6.226,
NGRIP,10790,-6.322,
NGRIP,10800,-6.349,
NGRIP,10810,-6.301,
NGRIP,10820,-6.187,
NGRIP,10830,-6.037,
NGRIP,10840,-5.880,
NGRIP,10850,-5.734,
NGRIP,10860,-5.605,
NGRIP,10870,-5.491,
NGRIP,10880,-5.389,
NGRIP,10890,-5.293,
NGRIP,10900,-5.198,
NGRIP,10910,-5.108,
NGRIP,10920,-5.032,
NGRIP,10930,-4.985,
NGRIP,10940,-4.968,
NGRIP,10950,-4.969,
NGRIP,10960,-4.983,
NGRIP,10970,-5.009,
NGRIP,10980,-5.044,
NGRIP,10990,-5.085,
NGRIP,11000,-5.135,
NGRIP,11010,-5.202,
NGRIP,11020,-5.291,
NGRIP,11030,-5.393,
NGRIP,11040,-5.489,
NGRIP,11050,-5.556,
NGRIP,11060,-5.575,
NGRIP,11070,-5.541,
NGRIP,11080,-5.464,
NGRIP,11090,-5.369,
NGRIP,11100,-5.284,
NGRIP,11110,-5.218,
NGRIP,11120,-5.157,
NGRIP,11130,-5.082,
NGRIP,11140,-4.994,
NGRIP,11150,-4.907,
NGRIP,11160,-4.851,
NGRIP,11170,-4.851,
NGRIP,11180,-4.926,
NGRIP,11190,-5.072,
NGRIP,11200,-5.260,
NGRIP,11210,-5.456,
NGRIP,11220,-5.644,
NGRIP,11230,-5.828,
NGRIP,11240,-6.021,
NGRIP,11250,-6.236,
NGRIP,11260,-6.489,
NGRIP,11270,-6.778,
NGRIP,11280,-7.075,
NGRIP,11290,-7.333,
NGRIP,11300,-7.519,
NGRIP,11310,-7.629,
NGRIP,11320,-7.670,
NGRIP,11330,-7.646,
NGRIP,11340,-7.556,
NGRIP,11350,-7.395,
NGRIP,11360,-7.157,
NGRIP,11370,-6.846,
NGRIP,11380,-6.476,
NGRIP,11390,-6.074,
NGRIP,11400,-5.670,
NGRIP,11410,-5.277,
NGRIP,11420,-4.904,
NGRIP,11430,-4.560,
NGRIP,11440,-4.257,
NGRIP,11450,-3.999,
NGRIP,11460,-3.799,
NGRIP,11470,-3.687,
NGRIP,11480,-5.197,
NGRIP,11490,-5.345,
NGRIP,11500,-5.628,
NGRIP,11510,-6.034,
NGRIP,11520,-6.549,
NGRIP,11530,-7.157,
NGRIP,11540,-7.847,
NGRIP,11550,-8.605,
NGRIP,11560,-9.418,
NGRIP,11570,-10.259,
NGRIP,11580,-11.093,
NGRIP,11590,-11.881,
NGRIP,11600,-12.587,
NGRIP,11610,-13.184,
NGRIP,11620,-13.658,
NGRIP,11630,-14.017,
NGRIP,11640,-14.281,
NGRIP,11650,-14.467,
NGRIP,11660,-14.580,
NGRIP,11670,-14.621,
NGRIP,11680,-14.599,
NGRIP,11690,-14.534,
NGRIP,11700,-14.458,
NGRIP,11710,-14.392,
NGRIP,11720,-14.350,
NGRIP,11730,-14.343,
NGRIP,11740,-14.368,
NGRIP,11750,-14.417,
NGRIP,11760,-14.471,
NGRIP,11770,-14.525,
NGRIP,11780,-14.583,
NGRIP,11790,-14.660,
NGRIP,11800,-14.761,
NGRIP,11810,-14.876,
NGRIP,11820,-14.973,
NGRIP,11830,-15.019,
NGRIP,11840,-14.997,
NGRIP,11850,-14.911,
NGRIP,11860,-14.777,
NGRIP,11870,-14.618,
NGRIP,11880,-14.452,
NGRIP,11890,-14.294,
NGRIP,11900,-14.159,
NGRIP,11910,-14.065,
NGRIP,11920,-14.020,
NGRIP,11930,-14.026,
NGRIP,11940,-14.084,
NGRIP,11950,-14.192,
NGRIP,11960,-14.345,
NGRIP,11970,-14.540,
NGRIP,11980,-14.766,
NGRIP,11990,-15.007,
NGRIP,12000,-15.238,
NGRIP,12010,-15.427,
NGRIP,12020,-15.554,
NGRIP,12030,-15.613,
NGRIP,12040,-15.621,
NGRIP,12050,-15.600,
NGRIP,12060,-15.567,
NGRIP,12070,-15.525,
NGRIP,12080,-15.471,
NGRIP,12090,-15.401,
NGRIP,12100,-15.317,
NGRIP,12110,-15.229,
NGRIP,12120,-15.152,
NGRIP,12130,-15.100,
NGRIP,12140,-15.088,
NGRIP,12150,-15.118,
NGRIP,12160,-15.183,
NGRIP,12170,-15.266,
NGRIP,12180,-15.350,
NGRIP,12190,-15.431,
NGRIP,12200,-15.515,
NGRIP,12210,-15.608,
NGRIP,12220,-15.705,
NGRIP,12230,-15.791,
NGRIP,12240,-15.854,
NGRIP,12250,-15.890,
NGRIP,12260,-15.900,
NGRIP,12270,-15.891,
NGRIP,12280,-15.868,
NGRIP,12290,-15.834,
NGRIP,12300,-15.789,
NGRIP,12310,-15.729,
NGRIP,12320,-15.656,
NGRIP,12330,-15.582,
NGRIP,12340,-15.529,
NGRIP,12350,-15.514,
NGRIP,12360,-15.538,
NGRIP,12370,-15.583,
NGRIP,12380,-15.629,
NGRIP,12390,-15.659,
NGRIP,12400,-15.671,
NGRIP,12410,-15.676,
NGRIP,12420,-15.684,
NGRIP,12430,-15.705,
NGRIP,12440,-15.745,
NGRIP,12450,-15.811,
NGRIP,12460,-15.911,
NGRIP,12470,-16.043,
NGRIP,12480,-16.193,
NGRIP,12490,-16.346,
NGRIP,12500,-16.502,
NGRIP,12510,-16.663,
NGRIP,12520,-16.830,
NGRIP,12530,-16.991,
NGRIP,12540,-17.139,
NGRIP,12550,-17.268,
NGRIP,12560,-17.376,
NGRIP,12570,-17.463,
NGRIP,12580,-17.527,
NGRIP,12590,-17.564,
NGRIP,12600,-17.566,
NGRIP,12610,-17.529,
NGRIP,12620,-17.451,
NGRIP,12630,-17.333,
NGRIP,12640,-17.172,
NGRIP,12650,-16.961,
NGRIP,12660,-16.700,
NGRIP,12670,-16.394,
NGRIP,12680,-16.049,
NGRIP,12690,-15.660,
NGRIP,12700,-15.221,
NGRIP,12710,-14.733,
NGRIP,12720,-14.214,
NGRIP,12730,-13.690,
NGRIP,12740,-13.189,
NGRIP,12750,-12.736,
NGRIP,12760,-12.344,
NGRIP,12770,-12.004,
NGRIP,12780,-11.693,
NGRIP,12790,-11.381,
NGRIP,12800,-11.055,
NGRIP,12810,-10.724,
NGRIP,12820,-10.408,
NGRIP,12830,-10.129,
NGRIP,12840,-9.900,
NGRIP,12850,-9.722,
NGRIP,12860,-9.591,
NGRIP,12870,-9.500,
NGRIP,12880,-9.443,
NGRIP,12890,-9.423,
NGRIP,12900,-9.444,
NGRIP,12910,-9.517,
NGRIP,12920,-9.645,
NGRIP,12930,-9.822,
NGRIP,12940,-10.033,
NGRIP,12950,-10.260,
NGRIP,12960,-10.490,
NGRIP,12970,-10.714,
NGRIP,12980,-10.927,
NGRIP,12990,-11.131,
NGRIP,13000,-11.328,
NGRIP,13010,-11.514,
NGRIP,13020,-11.685,
NGRIP,13030,-11.840,
NGRIP,13040,-11.981,
NGRIP,13050,-12.108,
NGRIP,13060,-12.215,
NGRIP,13070,-12.301,
NGRIP,13080,-12.361,
NGRIP,13090,-12.389,
NGRIP,13100,-12.373,
NGRIP,13110,-12.301,
NGRIP,13120,-12.167,
NGRIP,13130,-11.979,
NGRIP,13140,-11.747,
NGRIP,13150,-11.488,
NGRIP,13160,-11.219,
NGRIP,13170,-10.956,
NGRIP,13180,-10.706,
NGRIP,13190,-10.462,
NGRIP,13200,-10.220,
NGRIP,13210,-9.983,
NGRIP,13220,-9.757,
NGRIP,13230,-9.552,
NGRIP,13240,-9.377,
NGRIP,13250,-9.235,
NGRIP,13260,-9.121,
NGRIP,13270,-9.019,
NGRIP,13280,-8.920,
NGRIP,13290,-8.823,
NGRIP,13300,-8.730,
NGRIP,13310,-8.644,
NGRIP,13320,-8.569,
NGRIP,13330,-8.502,
NGRIP,13340,-8.440,
NGRIP,13350,-8.379,
NGRIP,13360,-8.316,
NGRIP,13370,-8.253,
NGRIP,13380,-8.197,
NGRIP,13390,-8.159,
NGRIP,13400,-8.151,
NGRIP,13410,-8.187,
NGRIP,13420,-8.271,
NGRIP,13430,-8.403,
NGRIP,13440,-8.580,
NGRIP,13450,-8.796,
NGRIP,13460,-9.042,
NGRIP,13470,-9.302,
NGRIP,13480,-9.560,
NGRIP,13490,-9.793,
NGRIP,13500,-9.983,
NGRIP,13510,-10.115,
NGRIP,13520,-10.180,
NGRIP,13530,-10.172,
NGRIP,13540,-10.082,
NGRIP,13550,-9.915,
NGRIP,13560,-9.688,
NGRIP,13570,-9.431,
NGRIP,13580,-9.175,
NGRIP,13590,-8.947,
NGRIP,13600,-8.759,
NGRIP,13610,-8.611,
NGRIP,13620,-8.499,
NGRIP,13630,-8.421,
NGRIP,13640,-8.370,
NGRIP,13650,-8.338,
NGRIP,13660,-8.318,
NGRIP,13670,-8.304,
NGRIP,13680,-8.291,
NGRIP,13690,-8.275,
NGRIP,13700,-8.246,
NGRIP,13710,-8.197,
NGRIP,13720,-8.135,
NGRIP,13730,-8.073,
NGRIP,13740,-8.027,
NGRIP,13750,-8.017,
NGRIP,13760,-8.058,
NGRIP,13770,-8.158,
NGRIP,13780,-8.315,
NGRIP,13790,-8.527,
NGRIP,13800,-8.794,
NGRIP,13810,-9.113,
NGRIP,13820,-9.467,
NGRIP,13830,-9.841,
NGRIP,13840,-10.218,
NGRIP,13850,-10.582,
NGRIP,13860,-10.909,
NGRIP,13870,-11.163,
NGRIP,13880,-11.311,
NGRIP,13890,-11.338,
NGRIP,13900,-11.246,
NGRIP,13910,-11.047,
NGRIP,13920,-10.764,
NGRIP,13930,-10.429,
NGRIP,13940,-10.066,
NGRIP,13950,-9.684,
NGRIP,13960,-9.289,
NGRIP,13970,-8.895,
NGRIP,13980,-8.517,
NGRIP,13990,-8.173,
NGRIP,14000,-7.878,
NGRIP,14010,-7.647,
NGRIP,14020,-7.489,
NGRIP,14030,-7.392,
NGRIP,14040,-7.331,
NGRIP,14050,-7.276,
NGRIP,14060,-7.209,
NGRIP,14070,-7.119,
NGRIP,14080,-7.009,
NGRIP,14090,-6.885,
NGRIP,14100,-6.766,
NGRIP,14110,-6.664,
NGRIP,14120,-6.578,
NGRIP,14130,-6.499,
NGRIP,14140,-6.419,
NGRIP,14150,-6.333,
NGRIP,14160,-6.242,
NGRIP,14170,-6.147,
NGRIP,14180,-6.055,
NGRIP,14190,-5.979,
NGRIP,14200,-5.926,
NGRIP,14210,-5.900,
NGRIP,14220,-5.895,
NGRIP,14230,-5.904,
NGRIP,14240,-5.915,
NGRIP,14250,-5.921,
NGRIP,14260,-5.918,
NGRIP,14270,-5.904,
NGRIP,14280,-5.881,
NGRIP,14290,-5.849,
NGRIP,14300,-5.807,
NGRIP,14310,-5.754,
NGRIP,14320,-5.688,
NGRIP,14330,-5.606,
NGRIP,14340,-5.504,
NGRIP,14350,-5.385,
NGRIP,14360,-5.267,
NGRIP,14370,-5.163,
NGRIP,14380,-5.075,
NGRIP,14390,-5.004,
NGRIP,14400,-4.953,
NGRIP,14410,-4.930,
NGRIP,14420,-4.946,
NGRIP,14430,-5.009,
NGRIP,14440,-5.122,
NGRIP,14450,-5.280,
NGRIP,14460,-5.479,
NGRIP,14470,-5.716,
NGRIP,14480,-6.002,
NGRIP,14490,-6.357,
NGRIP,14500,-6.807,
NGRIP,14510,-7.372,
NGRIP,14520,-8.056,
NGRIP,14530,-8.844,
NGRIP,14540,-9.704,
NGRIP,14550,-10.588,
NGRIP,14560,-11.453,
NGRIP,14570,-12.274,
NGRIP,14580,-13.037,
NGRIP,14590,-13.729,
NGRIP,14600,-14.331,
NGRIP,14610,-14.825,
NGRIP,14620,-15.200,
NGRIP,14630,-15.456,
NGRIP,14640,-15.609,
NGRIP,14650,-15.684,
NGRIP,14660,-15.704,
NGRIP,14670,-15.697,
NGRIP,14680,-15.683,
NGRIP,14690,-15.676,
NGRIP,14700,-15.681,
NGRIP,14710,-15.702,
NGRIP,14720,-15.743,
NGRIP,14730,-15.808,
NGRIP,14740,-15.896,
NGRIP,14750,-15.998,
NGRIP,14760,-16.099,
NGRIP,14770,-16.181,
NGRIP,14780,-16.237,
NGRIP,14790,-16.275,
NGRIP,14800,-16.321,
NGRIP,14810,-16.403,
NGRIP,14820,-16.534,
NGRIP,14830,-16.705,
NGRIP,14840,-16.896,
NGRIP,14850,-17.086,
NGRIP,14860,-17.260,
NGRIP,14870,-17.407,
NGRIP,14880,-17.518,
NGRIP,14890,-17.595,
NGRIP,14900,-17.654,
NGRIP,14910,-17.717,
NGRIP,14920,-17.792,
NGRIP,14930,-17.870,
NGRIP,14940,-17.921,
NGRIP,14950,-17.926,
NGRIP,14960,-17.886,
NGRIP,14970,-17.826,
NGRIP,14980,-17.777,
NGRIP,14990,-17.765,
NGRIP,15000,-17.792,
NGRIP,15010,-17.840,
NGRIP,15020,-17.887,
NGRIP,15030,-17.920,
NGRIP,15040,-17.943,
NGRIP,15050,-17.955,
NGRIP,15060,-17.959,
NGRIP,15070,-17.973,
NGRIP,15080,-18.032,
NGRIP,15090,-18.147,
NGRIP,15100,-18.293,
NGRIP,15110,-18.424,
NGRIP,15120,-18.505,
NGRIP,15130,-18.526,
NGRIP,15140,-18.499,
NGRIP,15150,-18.437,
NGRIP,15160,-18.346,
NGRIP,15170,-18.225,
NGRIP,15180,-18.066,
NGRIP,15190,-17.866,
NGRIP,15200,-17.635,
NGRIP,15210,-17.404,
NGRIP,15220,-17.203,
NGRIP,15230,-17.047,
NGRIP,15240,-16.949,
NGRIP,15250,-16.926,
NGRIP,15260,-16.976,
NGRIP,15270,-17.078,
NGRIP,15280,-17.203,
NGRIP,15290,-17.343,
NGRIP,15300,-17.502,
NGRIP,15310,-17.683,
NGRIP,15320,-17.871,
NGRIP,15330,-18.045,
NGRIP,15340,-18.194,
NGRIP,15350,-18.317,
NGRIP,15360,-18.421,
NGRIP,15370,-18.511,
NGRIP,15380,-18.594,
NGRIP,15390,-18.671,
NGRIP,15400,-18.734,
NGRIP,15410,-18.776,
NGRIP,15420,-18.796,
NGRIP,15430,-18.794,
NGRIP,15440,-18.766,
NGRIP,15450,-18.711,
NGRIP,15460,-18.636,
NGRIP,15470,-18.555,
NGRIP,15480,-18.481,
NGRIP,15490,-18.420,
NGRIP,15500,-18.386,
NGRIP,15510,-18.401,
NGRIP,15520,-18.481,
NGRIP,15530,-18.620,
NGRIP,15540,-18.801,
NGRIP,15550,-19.007,
NGRIP,15560,-19.222,
NGRIP,15570,-19.429,
NGRIP,15580,-19.602,
NGRIP,15590,-19.712,
NGRIP,15600,-19.739,
NGRIP,15610,-19.675,
NGRIP,15620,-19.529,
NGRIP,15630,-19.319,
NGRIP,15640,-19.068,
NGRIP,15650,-18.790,
NGRIP,15660,-18.498,
NGRIP,15670,-18.209,
NGRIP,15680,-17.954,
NGRIP,15690,-17.760,
NGRIP,15700,-17.641,
NGRIP,15710,-17.601,
NGRIP,15720,-17.631,
NGRIP,15730,-17.707,
NGRIP,15740,-17.796,
NGRIP,15750,-17.873,
NGRIP,15760,-17.926,
NGRIP,15770,-17.967,
NGRIP,15780,-18.011,
NGRIP,15790,-18.063,
NGRIP,15800,-18.117,
NGRIP,15810,-18.154,
NGRIP,15820,-18.165,
NGRIP,15830,-18.147,
NGRIP,15840,-18.113,
NGRIP,15850,-18.086,
NGRIP,15860,-18.084,
NGRIP,15870,-18.121,
NGRIP,15880,-18.200,
NGRIP,15890,-18.326,
NGRIP,15900,-18.496,
NGRIP,15910,-18.706,
NGRIP,15920,-18.936,
NGRIP,15930,-19.163,
NGRIP,15940,-19.362,
NGRIP,15950,-19.517,
NGRIP,15960,-19.634,
NGRIP,15970,-19.735,
NGRIP,15980,-19.835,
NGRIP,15990,-19.933,
NGRIP,16000,-20.010,
NGRIP,16010,-20.044,
NGRIP,16020,-20.022,
NGRIP,16030,-19.947,
NGRIP,16040,-19.835,
NGRIP,16050,-19.700,
NGRIP,16060,-19.557,
NGRIP,16070,-19.426,
NGRIP,16080,-19.318,
NGRIP,16090,-19.236,
NGRIP,16100,-19.163,
NGRIP,16110,-19.078,
NGRIP,16120,-18.969,
NGRIP,16130,-18.840,
NGRIP,16140,-18.708,
NGRIP,16150,-18.588,
NGRIP,16160,-18.487,
NGRIP,16170,-18.412,
NGRIP,16180,-18.370,
NGRIP,16190,-18.362,
NGRIP,16200,-18.379,
NGRIP,16210,-18.397,
NGRIP,16220,-18.397,
NGRIP,16230,-18.375,
NGRIP,16240,-18.355,
NGRIP,16250,-18.361,
NGRIP,16260,-18.396,
NGRIP,16270,-18.442,
NGRIP,16280,-18.473,
NGRIP,16290,-18.472,
NGRIP,16300,-18.443,
NGRIP,16310,-18.410,
NGRIP,16320,-18.398,
NGRIP,16330,-18.420,
NGRIP,16340,-18.470,
NGRIP,16350,-18.531,
NGRIP,16360,-18.575,
NGRIP,16370,-18.570,
NGRIP,16380,-18.489,
NGRIP,16390,-18.329,
NGRIP,16400,-18.113,
NGRIP,16410,-17.878,
NGRIP,16420,-17.657,
NGRIP,16430,-17.469,
NGRIP,16440,-17.322,
NGRIP,16450,-17.216,
NGRIP,16460,-17.145,
NGRIP,16470,-17.107,
NGRIP,16480,-17.104,
NGRIP,16490,-17.150,
NGRIP,16500,-17.259,
NGRIP,16510,-17.445,
NGRIP,16520,-17.704,
NGRIP,16530,-18.016,
NGRIP,16540,-18.339,
NGRIP,16550,-18.621,
NGRIP,16560,-18.825,
NGRIP,16570,-18.941,
NGRIP,16580,-18.987,
NGRIP,16590,-18.989,
NGRIP,16600,-18.970,
NGRIP,16610,-18.944,
NGRIP,16620,-18.914,
NGRIP,16630,-18.876,
NGRIP,16640,-18.820,
NGRIP,16650,-18.734,
NGRIP,16660,-18.612,
NGRIP,16670,-18.466,
NGRIP,16680,-18.318,
NGRIP,16690,-18.192,
NGRIP,16700,-18.103,
NGRIP,16710,-18.056,
NGRIP,16720,-18.040,
NGRIP,16730,-18.036,
NGRIP,16740,-18.019,
NGRIP,16750,-17.973,
NGRIP,16760,-17.890,
NGRIP,16770,-17.775,
NGRIP,16780,-17.647,
NGRIP,16790,-17.524,
NGRIP,16800,-17.416,
NGRIP,16810,-17.317,
NGRIP,16820,-17.207,
NGRIP,16830,-17.074,
NGRIP,16840,-16.921,
NGRIP,16850,-16.770,
NGRIP,16860,-16.648,
NGRIP,16870,-16.582,
NGRIP,16880,-16.591,
NGRIP,16890,-16.678,
NGRIP,16900,-16.832,
NGRIP,16910,-17.033,
NGRIP,16920,-17.267,
NGRIP,16930,-17.519,
NGRIP,16940,-17.778,
NGRIP,16950,-18.034,
NGRIP,16960,-18.277,
NGRIP,16970,-18.499,
NGRIP,16980,-18.688,
NGRIP,16990,-18.832,
NGRIP,17000,-18.923,
NGRIP,17010,-18.964,
NGRIP,17020,-18.962,
NGRIP,17030,-18.928,
NGRIP,17040,-18.867,
NGRIP,17050,-18.781,
NGRIP,17060,-18.668,
NGRIP,17070,-18.523,
NGRIP,17080,-18.347,
NGRIP,17090,-18.146,
NGRIP,17100,-17.933,
NGRIP,17110,-17.724,
NGRIP,17120,-17.542,
NGRIP,17130,-17.406,
NGRIP,17140,-17.317,
NGRIP,17150,-17.262,
NGRIP,17160,-17.217,
NGRIP,17170,-17.167,
NGRIP,17180,-17.115,
NGRIP,17190,-17.080,
NGRIP,17200,-17.077,
NGRIP,17210,-17.112,
NGRIP,17220,-17.179,
NGRIP,17230,-17.261,
NGRIP,17240,-17.338,
NGRIP,17250,-17.394,
NGRIP,17260,-17.419,
NGRIP,17270,-17.423,
NGRIP,17280,-17.429,
NGRIP,17290,-17.468,
NGRIP,17300,-17.558,
NGRIP,17310,-17.690,
NGRIP,17320,-17.830,
NGRIP,17330,-17.943,
NGRIP,17340,-18.008,
NGRIP,17350,-18.026,
NGRIP,17360,-18.013,
NGRIP,17370,-17.996,
NGRIP,17380,-17.996,
NGRIP,17390,-18.016,
NGRIP,17400,-18.045,
NGRIP,17410,-18.066,
NGRIP,17420,-18.066,
NGRIP,17430,-18.041,
NGRIP,17440,-18.001,
NGRIP,17450,-17.967,
NGRIP,17460,-17.964,
NGRIP,17470,-18.007,
NGRIP,17480,-18.101,
NGRIP,17490,-18.237,
NGRIP,17500,-18.404,
NGRIP,17510,-18.587,
NGRIP,17520,-18.779,
NGRIP,17530,-18.975,
NGRIP,17540,-19.170,
NGRIP,17550,-19.355,
NGRIP,17560,-19.519,
NGRIP,17570,-19.650,
NGRIP,17580,-19.737,
NGRIP,17590,-19.777,
NGRIP,17600,-19.764,
NGRIP,17610,-19.700,
NGRIP,17620,-19.587,
NGRIP,17630,-19.433,
NGRIP,17640,-19.243,
NGRIP,17650,-19.025,
NGRIP,17660,-18.783,
NGRIP,17670,-18.533,
NGRIP,17680,-18.295,
NGRIP,17690,-18.091,
NGRIP,17700,-17.936,
NGRIP,17710,-17.830,
NGRIP,17720,-17.756,
NGRIP,17730,-17.685,
NGRIP,17740,-17.595,
NGRIP,17750,-17.477,
NGRIP,17760,-17.342,
NGRIP,17770,-17.215,
NGRIP,17780,-17.119,
NGRIP,17790,-17.064,
NGRIP,17800,-17.039,
NGRIP,17810,-17.020,
NGRIP,17820,-16.982,
NGRIP,17830,-16.920,
NGRIP,17840,-16.843,
NGRIP,17850,-16.775,
NGRIP,17860,-16.735,
NGRIP,17870,-16.742,
NGRIP,17880,-16.789,
NGRIP,17890,-16.858,
NGRIP,17900,-16.921,
NGRIP,17910,-16.962,
NGRIP,17920,-16.976,
NGRIP,17930,-16.965,
NGRIP,17940,-16.934,
NGRIP,17950,-16.875,
NGRIP,17960,-16.774,
NGRIP,17970,-16.614,
NGRIP,17980,-16.386,
NGRIP,17990,-16.108,
NGRIP,18000,-15.815,
NGRIP,18010,-15.552,
NGRIP,18020,-15.357,
NGRIP,18030,-15.250,
NGRIP,18040,-15.232,
NGRIP,18050,-15.292,
NGRIP,18060,-15.413,
NGRIP,18070,-15.571,
NGRIP,18080,-15.747,
NGRIP,18090,-15.924,
NGRIP,18100,-16.093,
NGRIP,18110,-16.250,
NGRIP,18120,-16.391,
NGRIP,18130,-16.508,
NGRIP,18140,-16.586,
NGRIP,18150,-16.613,
NGRIP,18160,-16.593,
NGRIP,18170,-16.544,
NGRIP,18180,-16.491,
NGRIP,18190,-16.453,
NGRIP,18200,-16.444,
NGRIP,18210,-16.470,
NGRIP,18220,-16.529,
NGRIP,18230,-16.608,
NGRIP,18240,-16.689,
NGRIP,18250,-16.753,
NGRIP,18260,-16.786,
NGRIP,18270,-16.772,
NGRIP,18280,-16.710,
NGRIP,18290,-16.611,
NGRIP,18300,-16.500,
NGRIP,18310,-16.393,
NGRIP,18320,-16.297,
NGRIP,18330,-16.218,
NGRIP,18340,-16.160,
NGRIP,18350,-16.126,
NGRIP,18360,-16.113,
NGRIP,18370,-16.117,
NGRIP,18380,-16.131,
NGRIP,18390,-16.143,
NGRIP,18400,-16.138,
NGRIP,18410,-16.099,
NGRIP,18420,-16.014,
NGRIP,18430,-15.879,
NGRIP,18440,-15.701,
NGRIP,18450,-15.501,
NGRIP,18460,-15.303,
NGRIP,18470,-15.131,
NGRIP,18480,-14.995,
NGRIP,18490,-14.899,
NGRIP,18500,-14.845,
NGRIP,18510,-14.834,
NGRIP,18520,-14.874,
NGRIP,18530,-14.974,
NGRIP,18540,-15.141,
NGRIP,18550,-15.363,
NGRIP,18560,-15.611,
NGRIP,18570,-15.848,
NGRIP,18580,-16.037,
NGRIP,18590,-16.164,
NGRIP,18600,-16.236,
NGRIP,18610,-16.276,
NGRIP,18620,-16.309,
NGRIP,18630,-16.349,
NGRIP,18640,-16.398,
NGRIP,18650,-16.447,
NGRIP,18660,-16.477,
NGRIP,18670,-16.470,
NGRIP,18680,-16.419,
NGRIP,18690,-16.335,
NGRIP,18700,-16.242,
NGRIP,18710,-16.160,
NGRIP,18720,-16.099,
NGRIP,18730,-16.050,
NGRIP,18740,-15.996,
NGRIP,18750,-15.913,
NGRIP,18760,-15.788,
NGRIP,18770,-15.627,
NGRIP,18780,-15.454,
NGRIP,18790,-15.289,
NGRIP,18800,-15.138,
NGRIP,18810,-15.000,
NGRIP,18820,-14.866,
NGRIP,18830,-14.729,
NGRIP,18840,-14.586,
NGRIP,18850,-14.449,
NGRIP,18860,-14.337,
NGRIP,18870,-14.264,
NGRIP,18880,-14.233,
NGRIP,18890,-14.231,
NGRIP,18900,-14.240,
NGRIP,18910,-14.244,
NGRIP,18920,-14.233,
NGRIP,18930,-14.204,
NGRIP,18940,-14.166,
NGRIP,18950,-14.136,
NGRIP,18960,-14.127,
NGRIP,18970,-14.133,
NGRIP,18980,-14.139,
NGRIP,18990,-14.129,
NGRIP,19000,-14.102,
NGRIP,19010,-14.075,
NGRIP,19020,-14.074,
NGRIP,19030,-14.123,
NGRIP,19040,-14.225,
NGRIP,19050,-14.368,
NGRIP,19060,-14.526,
NGRIP,19070,-14.675,
NGRIP,19080,-14.798,
NGRIP,19090,-14.885,
NGRIP,19100,-14.929,
NGRIP,19110,-14.932,
NGRIP,19120,-14.902,
NGRIP,19130,-14.852,
NGRIP,19140,-14.788,
NGRIP,19150,-14.705,
NGRIP,19160,-14.595,
NGRIP,19170,-14.466,
NGRIP,19180,-14.342,
NGRIP,19190,-14.254,
NGRIP,19200,-14.223,
NGRIP,19210,-14.252,
NGRIP,19220,-14.322,
NGRIP,19230,-14.411,
NGRIP,19240,-14.501,
NGRIP,19250,-14.588,
NGRIP,19260,-14.674,
NGRIP,19270,-14.761,
NGRIP,19280,-14.850,
NGRIP,19290,-14.935,
NGRIP,19300,-14.999,
NGRIP,19310,-15.021,
NGRIP,19320,-14.995,
NGRIP,19330,-14.930,
NGRIP,19340,-14.848,
NGRIP,19350,-14.775,
NGRIP,19360,-14.732,
NGRIP,19370,-14.724,
NGRIP,19380,-14.743,
NGRIP,19390,-14.775,
NGRIP,19400,-14.821,
NGRIP,19410,-14.889,
NGRIP,19420,-14.993,
NGRIP,19430,-15.129,
NGRIP,19440,-15.287,
NGRIP,19450,-15.454,
NGRIP,19460,-15.626,
NGRIP,19470,-15.792,
NGRIP,19480,-15.943,
NGRIP,19490,-16.066,
NGRIP,19500,-16.156,
NGRIP,19510,-16.216,
