Site,Age (yr bp1950),T annual anom (oC),
GISP2,9299.17,2.763,
GISP2,9304.09,2.768,
GISP2,9309.01,2.776,
GISP2,9313.93,2.761,
GISP2,9318.86,2.711,
GISP2,9323.79,2.633,
GISP2,9328.73,2.536,
GISP2,9333.67,2.437,
GISP2,9338.62,2.347,
GISP2,9343.57,2.280,
GISP2,9348.52,2.247,
GISP2,9353.48,2.254,
GISP2,9358.44,2.297,
GISP2,9363.40,2.350,
GISP2,9368.37,2.371,
GISP2,9373.34,2.337,
GISP2,9378.31,2.244,
GISP2,9383.28,2.116,
GISP2,9388.26,1.990,
GISP2,9393.24,1.887,
GISP2,9398.22,1.817,
GISP2,9403.21,1.777,
GISP2,9408.20,1.765,
GISP2,9413.19,1.767,
GISP2,9418.18,1.766,
GISP2,9423.18,1.741,
GISP2,9428.18,1.677,
GISP2,9433.18,1.571,
GISP2,9438.18,1.435,
GISP2,9443.19,1.290,
GISP2,9448.19,1.165,
GISP2,9453.20,1.083,
GISP2,9458.22,1.057,
GISP2,9463.23,1.076,
GISP2,9468.25,1.128,
GISP2,9473.27,1.204,
GISP2,9478.28,1.284,
GISP2,9483.31,1.363,
GISP2,9488.33,1.437,
GISP2,9493.36,1.493,
GISP2,9498.38,1.542,
GISP2,9503.41,1.606,
GISP2,9508.44,1.693,
GISP2,9513.47,1.799,
GISP2,9518.50,1.905,
GISP2,9523.53,1.996,
GISP2,9528.56,2.072,
GISP2,9533.60,2.142,
GISP2,9538.63,2.204,
GISP2,9543.67,2.230,
GISP2,9548.70,2.209,
GISP2,9553.74,2.159,
GISP2,9558.78,2.109,
GISP2,9563.82,2.091,
GISP2,9568.85,2.124,
GISP2,9573.89,2.195,
GISP2,9578.93,2.276,
GISP2,9583.97,2.346,
GISP2,9589.00,2.388,
GISP2,9594.04,2.379,
GISP2,9599.08,2.309,
GISP2,9604.12,2.191,
GISP2,9609.15,2.056,
GISP2,9614.19,1.946,
GISP2,9619.22,1.896,
GISP2,9624.26,1.915,
GISP2,9629.29,1.984,
GISP2,9634.33,2.077,
GISP2,9639.36,2.172,
GISP2,9644.39,2.243,
GISP2,9649.42,2.282,
GISP2,9654.45,2.297,
GISP2,9659.48,2.286,
GISP2,9664.50,2.243,
GISP2,9669.53,2.158,
GISP2,9674.55,2.026,
GISP2,9679.57,1.857,
GISP2,9684.59,1.680,
GISP2,9689.61,1.530,
GISP2,9694.62,1.433,
GISP2,9699.64,1.404,
GISP2,9704.65,1.447,
GISP2,9709.66,1.549,
GISP2,9714.67,1.685,
GISP2,9719.68,1.824,
GISP2,9724.68,1.942,
GISP2,9729.68,2.020,
GISP2,9734.68,2.052,
GISP2,9739.67,2.042,
GISP2,9744.66,1.997,
GISP2,9749.65,1.924,
GISP2,9754.64,1.825,
GISP2,9759.62,1.707,
GISP2,9764.59,1.583,
GISP2,9769.57,1.469,
GISP2,9774.53,1.380,
GISP2,9779.50,1.320,
GISP2,9784.46,1.287,
GISP2,9789.41,1.277,
GISP2,9794.36,1.281,
GISP2,9799.30,1.291,
GISP2,9804.24,1.299,
GISP2,9809.17,1.308,
GISP2,9814.10,1.329,
GISP2,9819.02,1.368,
GISP2,9823.93,1.426,
GISP2,9828.84,1.497,
GISP2,9833.74,1.572,
GISP2,9838.63,1.637,
GISP2,9843.52,1.689,
GISP2,9848.40,1.726,
GISP2,9853.28,1.754,
GISP2,9858.15,1.779,
GISP2,9863.01,1.811,
GISP2,9867.87,1.841,
GISP2,9872.73,1.857,
GISP2,9877.58,1.859,
GISP2,9882.42,1.848,
GISP2,9887.26,1.826,
GISP2,9892.10,1.789,
GISP2,9896.93,1.736,
GISP2,9901.76,1.672,
GISP2,9906.58,1.606,
GISP2,9911.40,1.543,
GISP2,9916.22,1.470,
GISP2,9921.03,1.378,
GISP2,9925.85,1.276,
GISP2,9930.66,1.178,
GISP2,9935.46,1.089,
GISP2,9940.27,1.007,
GISP2,9945.07,0.932,
GISP2,9949.87,0.870,
GISP2,9954.67,0.823,
GISP2,9959.47,0.783,
GISP2,9964.27,0.740,
GISP2,9969.07,0.693,
GISP2,9973.86,0.652,
GISP2,9978.66,0.625,
GISP2,9983.45,0.602,
GISP2,9988.25,0.564,
GISP2,9993.04,0.504,
GISP2,9997.84,0.428,
GISP2,10002.63,0.346,
GISP2,10007.43,0.261,
GISP2,10012.23,0.171,
GISP2,10017.03,0.084,
GISP2,10021.83,0.015,
GISP2,10026.63,-0.026,
GISP2,10031.43,-0.033,
GISP2,10036.24,-0.004,
GISP2,10041.05,0.060,
GISP2,10045.86,0.155,
GISP2,10050.67,0.274,
GISP2,10055.49,0.404,
GISP2,10060.31,0.533,
GISP2,10065.13,0.650,
GISP2,10069.96,0.749,
GISP2,10074.79,0.825,
GISP2,10079.62,0.877,
GISP2,10084.46,0.904,
GISP2,10089.30,0.902,
GISP2,10094.15,0.864,
GISP2,10099.00,0.788,
GISP2,10103.86,0.678,
GISP2,10108.71,0.542,
GISP2,10113.57,0.387,
GISP2,10118.44,0.228,
GISP2,10123.31,0.076,
GISP2,10128.17,-0.056,
GISP2,10133.05,-0.162,
GISP2,10137.92,-0.240,
GISP2,10142.80,-0.290,
GISP2,10147.68,-0.316,
GISP2,10152.56,-0.322,
GISP2,10157.45,-0.316,
GISP2,10162.33,-0.302,
GISP2,10167.22,-0.280,
GISP2,10172.11,-0.251,
GISP2,10177.00,-0.216,
GISP2,10181.89,-0.176,
GISP2,10186.78,-0.134,
GISP2,10191.67,-0.092,
GISP2,10196.57,-0.054,
GISP2,10201.46,-0.026,
GISP2,10206.35,-0.017,
GISP2,10211.25,-0.031,
GISP2,10216.14,-0.066,
GISP2,10221.03,-0.121,
GISP2,10225.93,-0.198,
GISP2,10230.82,-0.297,
GISP2,10235.71,-0.419,
GISP2,10240.60,-0.558,
GISP2,10245.49,-0.709,
GISP2,10250.38,-0.871,
GISP2,10255.26,-1.042,
GISP2,10260.15,-1.212,
GISP2,10265.04,-1.365,
GISP2,10269.92,-1.491,
GISP2,10274.81,-1.583,
GISP2,10279.70,-1.639,
GISP2,10284.58,-1.657,
GISP2,10289.47,-1.635,
GISP2,10294.35,-1.574,
GISP2,10299.24,-1.478,
GISP2,10304.12,-1.357,
GISP2,10309.00,-1.220,
GISP2,10313.89,-1.077,
GISP2,10318.77,-0.935,
GISP2,10323.66,-0.801,
GISP2,10328.54,-0.677,
GISP2,10333.43,-0.567,
GISP2,10338.31,-0.476,
GISP2,10343.20,-0.409,
GISP2,10348.09,-0.366,
GISP2,10352.97,-0.347,
GISP2,10357.86,-0.350,
GISP2,10362.75,-0.365,
GISP2,10367.64,-0.387,
GISP2,10372.53,-0.411,
GISP2,10377.41,-0.435,
GISP2,10382.30,-0.459,
GISP2,10387.19,-0.487,
GISP2,10392.08,-0.528,
GISP2,10396.97,-0.590,
GISP2,10401.86,-0.674,
GISP2,10406.74,-0.774,
GISP2,10411.63,-0.878,
GISP2,10416.51,-0.973,
GISP2,10421.40,-1.052,
GISP2,10426.28,-1.115,
GISP2,10431.16,-1.165,
GISP2,10436.03,-1.203,
GISP2,10440.91,-1.231,
GISP2,10445.78,-1.246,
GISP2,10450.66,-1.250,
GISP2,10455.52,-1.244,
GISP2,10460.39,-1.224,
GISP2,10465.25,-1.184,
GISP2,10470.11,-1.129,
GISP2,10474.97,-1.069,
GISP2,10479.82,-1.013,
GISP2,10484.67,-0.968,
GISP2,10489.52,-0.938,
GISP2,10494.36,-0.927,
GISP2,10499.20,-0.938,
GISP2,10504.03,-0.969,
GISP2,10508.86,-1.014,
GISP2,10513.68,-1.071,
GISP2,10518.51,-1.135,
GISP2,10523.33,-1.203,
GISP2,10528.14,-1.271,
GISP2,10532.95,-1.333,
GISP2,10537.77,-1.384,
GISP2,10542.57,-1.428,
GISP2,10547.38,-1.467,
GISP2,10552.18,-1.505,
GISP2,10556.98,-1.543,
GISP2,10561.77,-1.579,
GISP2,10566.57,-1.608,
GISP2,10571.36,-1.634,
GISP2,10576.15,-1.655,
GISP2,10580.94,-1.674,
GISP2,10585.73,-1.690,
GISP2,10590.51,-1.709,
GISP2,10595.29,-1.736,
GISP2,10600.08,-1.772,
GISP2,10604.86,-1.813,
GISP2,10609.64,-1.851,
GISP2,10614.42,-1.878,
GISP2,10619.19,-1.891,
GISP2,10623.97,-1.888,
GISP2,10628.75,-1.873,
GISP2,10633.52,-1.852,
GISP2,10638.30,-1.833,
GISP2,10643.07,-1.821,
GISP2,10647.85,-1.824,
GISP2,10652.62,-1.844,
GISP2,10657.40,-1.877,
GISP2,10662.18,-1.914,
GISP2,10666.95,-1.948,
GISP2,10671.73,-1.975,
GISP2,10676.51,-1.995,
GISP2,10681.28,-2.012,
GISP2,10686.06,-2.033,
GISP2,10690.84,-2.062,
GISP2,10695.62,-2.102,
GISP2,10700.41,-2.156,
GISP2,10705.19,-2.219,
GISP2,10709.97,-2.287,
GISP2,10714.76,-2.350,
GISP2,10719.55,-2.403,
GISP2,10724.34,-2.442,
GISP2,10729.13,-2.473,
GISP2,10733.93,-2.499,
GISP2,10738.72,-2.528,
GISP2,10743.53,-2.570,
GISP2,10748.33,-2.632,
GISP2,10753.13,-2.713,
GISP2,10757.94,-2.810,
GISP2,10762.75,-2.915,
GISP2,10767.56,-3.018,
GISP2,10772.38,-3.113,
GISP2,10777.20,-3.195,
GISP2,10782.02,-3.266,
GISP2,10786.85,-3.328,
GISP2,10791.68,-3.387,
GISP2,10796.51,-3.451,
GISP2,10801.35,-3.522,
GISP2,10806.19,-3.603,
GISP2,10811.04,-3.687,
GISP2,10815.89,-3.767,
GISP2,10820.75,-3.829,
GISP2,10825.61,-3.859,
GISP2,10830.47,-3.856,
GISP2,10835.34,-3.825,
GISP2,10840.22,-3.776,
GISP2,10845.09,-3.716,
GISP2,10849.98,-3.640,
GISP2,10854.87,-3.545,
GISP2,10859.77,-3.437,
GISP2,10864.66,-3.325,
GISP2,10869.57,-3.208,
GISP2,10874.48,-3.085,
GISP2,10879.40,-2.960,
GISP2,10884.33,-2.845,
GISP2,10889.26,-2.754,
GISP2,10894.19,-2.696,
GISP2,10899.14,-2.672,
GISP2,10904.09,-2.680,
GISP2,10909.05,-2.716,
GISP2,10914.01,-2.770,
GISP2,10918.98,-2.836,
GISP2,10923.95,-2.912,
GISP2,10928.94,-2.999,
GISP2,10933.93,-3.094,
GISP2,10938.93,-3.192,
GISP2,10943.94,-3.290,
GISP2,10948.96,-3.390,
GISP2,10953.98,-3.489,
GISP2,10959.01,-3.584,
GISP2,10964.04,-3.667,
GISP2,10969.10,-3.733,
GISP2,10974.15,-3.779,
GISP2,10979.21,-3.805,
GISP2,10984.28,-3.815,
GISP2,10989.36,-3.813,
GISP2,10994.44,-3.807,
GISP2,10999.53,-3.802,
GISP2,11004.62,-3.809,
GISP2,11009.73,-3.834,
GISP2,11014.84,-3.877,
GISP2,11019.95,-3.930,
GISP2,11025.07,-3.978,
GISP2,11030.20,-4.012,
GISP2,11035.33,-4.027,
GISP2,11040.47,-4.020,
GISP2,11045.61,-3.994,
GISP2,11050.76,-3.957,
GISP2,11055.91,-3.918,
GISP2,11061.07,-3.884,
GISP2,11066.23,-3.859,
GISP2,11071.39,-3.838,
GISP2,11076.56,-3.815,
GISP2,11081.73,-3.774,
GISP2,11086.91,-3.702,
GISP2,11092.09,-3.592,
GISP2,11097.27,-3.439,
GISP2,11102.46,-3.251,
GISP2,11107.65,-3.045,
GISP2,11112.84,-2.842,
GISP2,11118.03,-2.659,
GISP2,11123.23,-2.510,
GISP2,11128.43,-2.416,
GISP2,11133.63,-2.392,
GISP2,11138.84,-2.445,
GISP2,11144.04,-2.566,
GISP2,11149.25,-2.734,
GISP2,11154.46,-2.943,
GISP2,11159.68,-3.184,
GISP2,11164.89,-3.425,
GISP2,11170.11,-3.625,
GISP2,11175.32,-3.759,
GISP2,11180.54,-3.836,
GISP2,11185.76,-3.866,
GISP2,11190.98,-3.858,
GISP2,11196.20,-3.832,
GISP2,11201.42,-3.821,
GISP2,11206.65,-3.848,
GISP2,11211.87,-3.913,
GISP2,11217.09,-4.004,
GISP2,11222.31,-4.115,
GISP2,11227.53,-4.251,
GISP2,11232.76,-4.411,
GISP2,11237.98,-4.595,
GISP2,11243.20,-4.814,
GISP2,11248.42,-5.088,
GISP2,11253.64,-5.417,
GISP2,11258.85,-5.774,
GISP2,11264.07,-6.149,
GISP2,11269.28,-8.071,
GISP2,11274.50,-8.439,
GISP2,11279.71,-8.759,
GISP2,11284.92,-8.999,
GISP2,11290.13,-9.172,
GISP2,11295.33,-9.303,
GISP2,11300.53,-9.402,
GISP2,11305.74,-9.428,
GISP2,11310.93,-9.351,
GISP2,11316.13,-9.182,
GISP2,11321.32,-8.949,
GISP2,11326.51,-8.671,
GISP2,11331.69,-8.347,
GISP2,11336.88,-7.968,
GISP2,11342.05,-6.020,
GISP2,11347.23,-5.635,
GISP2,11352.40,-5.324,
GISP2,11357.57,-5.087,
GISP2,11362.73,-4.901,
GISP2,11367.90,-4.752,
GISP2,11373.06,-4.645,
GISP2,11378.22,-4.574,
GISP2,11383.37,-4.509,
GISP2,11388.52,-4.417,
GISP2,11393.67,-4.295,
GISP2,11398.82,-4.164,
GISP2,11403.97,-4.035,
GISP2,11409.11,-3.907,
GISP2,11414.26,-3.778,
GISP2,11419.40,-3.661,
GISP2,11424.54,-3.561,
GISP2,11429.68,-3.463,
GISP2,11434.82,-3.351,
GISP2,11439.97,-3.233,
GISP2,11445.10,-3.141,
GISP2,11450.24,-3.089,
GISP2,11455.38,-3.082,
GISP2,11460.52,-3.112,
GISP2,11465.66,-3.191,
GISP2,11470.80,-3.308,
GISP2,11475.94,-3.457,
GISP2,11481.07,-3.600,
GISP2,11486.21,-3.727,
GISP2,11491.35,-3.826,
GISP2,11496.49,-3.908,
GISP2,11501.62,-3.986,
GISP2,11506.76,-4.080,
GISP2,11511.90,-4.215,
GISP2,11517.03,-4.423,
GISP2,11522.17,-4.723,
GISP2,11527.31,-5.128,
GISP2,11532.45,-5.650,
GISP2,11537.59,-6.294,
GISP2,11542.72,-6.430,
GISP2,11563.28,-9.376,
GISP2,11583.84,-14.127,
GISP2,11604.41,-13.578,
GISP2,11624.98,-13.112,
GISP2,11645.57,-13.739,
GISP2,11666.17,-14.313,
GISP2,11686.79,-14.824,
GISP2,11707.42,-15.101,
GISP2,11728.07,-16.235,
GISP2,11748.74,-16.001,
GISP2,11769.44,-16.562,
GISP2,11790.16,-16.666,
GISP2,11810.90,-16.458,
GISP2,11831.67,-16.047,
GISP2,11852.48,-16.058,
GISP2,11873.31,-15.702,
GISP2,11894.18,-15.624,
GISP2,11915.09,-15.005,
GISP2,11936.03,-15.246,
GISP2,11957.01,-15.766,
GISP2,11978.03,-15.528,
GISP2,11999.10,-16.503,
GISP2,12020.21,-16.493,
GISP2,12041.37,-16.520,
GISP2,12062.58,-17.333,
GISP2,12083.84,-16.484,
GISP2,12105.16,-16.786,
GISP2,12126.55,-16.597,
GISP2,12148.02,-16.457,
GISP2,12169.57,-16.274,
GISP2,12191.20,-15.859,
GISP2,12212.88,-16.992,
GISP2,12234.61,-16.371,
GISP2,12256.37,-16.506,
GISP2,12278.16,-16.280,
GISP2,12299.96,-16.479,
GISP2,12321.77,-16.262,
GISP2,12343.56,-16.105,
GISP2,12365.34,-16.187,
GISP2,12387.08,-16.278,
GISP2,12408.78,-16.991,
GISP2,12430.43,-17.277,
GISP2,12452.01,-17.187,
GISP2,12473.52,-17.798,
GISP2,12494.94,-17.582,
GISP2,12516.25,-17.517,
GISP2,12537.46,-18.343,
GISP2,12558.55,-17.623,
GISP2,12579.50,-17.661,
GISP2,12600.31,-17.779,
GISP2,12620.97,-17.531,
GISP2,12641.45,-16.855,
GISP2,12661.76,-17.209,
GISP2,12681.88,-16.148,
GISP2,12701.80,-15.966,
GISP2,12721.54,-15.020,
GISP2,12741.12,-13.809,
GISP2,12760.56,-13.002,
GISP2,12779.88,-12.299,
GISP2,12799.12,-11.113,
GISP2,12818.28,-10.423,
GISP2,12837.39,-9.465,
GISP2,12856.48,-8.955,
GISP2,12875.58,-8.677,
GISP2,12894.75,-8.957,
GISP2,12914.00,-8.905,
GISP2,12933.36,-9.618,
GISP2,12952.84,-10.074,
GISP2,12972.42,-9.954,
GISP2,12992.09,-10.420,
GISP2,13011.80,-11.487,
GISP2,13031.55,-12.359,
GISP2,13051.30,-12.368,
GISP2,13071.02,-13.082,
GISP2,13090.68,-12.426,
GISP2,13110.26,-12.071,
GISP2,13129.74,-11.887,
GISP2,13149.08,-11.925,
GISP2,13168.30,-10.671,
GISP2,13187.39,-10.249,
GISP2,13206.36,-9.510,
GISP2,13225.22,-8.943,
GISP2,13243.99,-8.414,
GISP2,13262.65,-8.401,
GISP2,13281.24,-7.967,
GISP2,13299.74,-7.650,
GISP2,13318.17,-7.649,
GISP2,13336.53,-7.825,
GISP2,13354.84,-7.314,
GISP2,13373.10,-7.347,
GISP2,13391.32,-7.641,
GISP2,13409.50,-7.269,
GISP2,13427.65,-6.765,
GISP2,13445.79,-7.054,
GISP2,13463.91,-8.076,
GISP2,13482.02,-8.682,
GISP2,13500.14,-9.286,
GISP2,13518.27,-9.545,
GISP2,13536.41,-8.780,
GISP2,13554.57,-7.728,
GISP2,13572.75,-7.106,
GISP2,13590.95,-6.925,
GISP2,13609.18,-6.984,
GISP2,13627.43,-7.568,
GISP2,13645.72,-6.941,
GISP2,13664.03,-7.609,
GISP2,13682.39,-7.215,
GISP2,13700.78,-7.343,
GISP2,13719.22,-7.382,
GISP2,13737.69,-7.293,
GISP2,13756.22,-7.054,
GISP2,13774.79,-6.928,
GISP2,13793.42,-6.514,
GISP2,13812.10,-7.331,
GISP2,13830.84,-8.476,
GISP2,13849.63,-9.165,
GISP2,13868.49,-10.620,
GISP2,13887.42,-11.085,
GISP2,13906.41,-9.698,
GISP2,13925.47,-8.291,
GISP2,13944.61,-6.964,
GISP2,13963.82,-6.687,
GISP2,13983.11,-6.127,
GISP2,14002.49,-6.481,
GISP2,14021.94,-7.196,
GISP2,14041.48,-6.254,
GISP2,14061.11,-5.973,
GISP2,14080.84,-5.123,
GISP2,14100.65,-4.793,
GISP2,14120.57,-4.827,
GISP2,14140.58,-4.201,
GISP2,14160.70,-4.174,
GISP2,14180.92,-3.904,
GISP2,14201.25,-4.032,
GISP2,14221.69,-4.449,
GISP2,14242.24,-4.418,
GISP2,14262.91,-4.255,
GISP2,14283.70,-4.061,
GISP2,14304.61,-3.514,
GISP2,14325.64,-2.817,
GISP2,14346.79,-2.590,
GISP2,14368.08,-2.813,
GISP2,14389.48,-2.462,
GISP2,14410.98,-2.988,
GISP2,14432.56,-3.203,
GISP2,14454.18,-3.079,
GISP2,14475.82,-3.771,
GISP2,14497.47,-5.851,
GISP2,14519.10,-4.279,
GISP2,14540.69,-7.209,
GISP2,14562.21,-10.360,
GISP2,14583.64,-12.073,
GISP2,14604.97,-15.000,
GISP2,14626.20,-15.660,
GISP2,14647.34,-15.941,
GISP2,14668.41,-15.812,
GISP2,14689.40,-16.157,
GISP2,14710.32,-16.297,
GISP2,14731.18,-17.032,
GISP2,14751.99,-17.365,
GISP2,14772.74,-17.241,
GISP2,14793.46,-16.906,
GISP2,14814.13,-17.141,
GISP2,14834.78,-17.516,
GISP2,14855.40,-17.439,
GISP2,14876.00,-18.046,
GISP2,14896.56,-17.827,
GISP2,14917.09,-17.654,
GISP2,14937.56,-18.084,
GISP2,14957.96,-18.289,
GISP2,14978.30,-17.442,
GISP2,14998.55,-17.182,
GISP2,15018.71,-17.149,
GISP2,15038.76,-16.751,
GISP2,15058.69,-16.688,
GISP2,15078.51,-17.754,
GISP2,15098.18,-17.268,
GISP2,15117.71,-16.975,
GISP2,15137.09,-16.807,
GISP2,15156.30,-16.848,
GISP2,15175.33,-18.341,
GISP2,15194.17,-17.533,
GISP2,15212.84,-17.380,
GISP2,15231.34,-17.540,
GISP2,15249.70,-17.987,
GISP2,15267.93,-18.255,
GISP2,15286.04,-17.947,
GISP2,15304.05,-18.348,
GISP2,15321.98,-18.125,
GISP2,15339.84,-17.699,
GISP2,15357.65,-17.788,
GISP2,15375.42,-18.423,
GISP2,15393.18,-18.738,
GISP2,15410.93,-18.969,
GISP2,15428.69,-19.545,
GISP2,15446.48,-18.329,
GISP2,15464.28,-18.108,
GISP2,15482.11,-17.616,
GISP2,15499.96,-17.440,
GISP2,15517.83,-17.280,
GISP2,15535.73,-17.639,
GISP2,15553.65,-17.874,
GISP2,15571.61,-18.202,
GISP2,15589.59,-18.914,
GISP2,15607.61,-19.411,
GISP2,15625.70,-19.849,
GISP2,15643.88,-19.825,
GISP2,15662.21,-19.230,
GISP2,15680.74,-19.149,
GISP2,15699.55,-18.724,
GISP2,15718.71,-18.545,
GISP2,15738.31,-18.472,
GISP2,15758.42,-18.465,
GISP2,15779.06,-18.458,
GISP2,15800.27,-18.450,
GISP2,15822.03,-18.443,
GISP2,15844.30,-18.435,
GISP2,15867.04,-18.427,
GISP2,15890.16,-18.419,
GISP2,15913.59,-18.410,
GISP2,15937.26,-18.401,
GISP2,15961.11,-18.382,
GISP2,15985.11,-18.351,
GISP2,16009.21,-18.319,
GISP2,16033.39,-18.287,
GISP2,16057.66,-18.255,
GISP2,16082.00,-18.223,
GISP2,16106.43,-18.593,
GISP2,16130.93,-18.663,
GISP2,16155.53,-18.360,
GISP2,16180.20,-18.739,
GISP2,16204.97,-18.699,
GISP2,16229.83,-18.993,
GISP2,16254.79,-18.848,
GISP2,16279.83,-19.039,
GISP2,16304.98,-18.571,
GISP2,16330.22,-18.355,
GISP2,16355.57,-19.300,
GISP2,16381.02,-18.732,
GISP2,16406.57,-18.881,
GISP2,16432.23,-19.303,
GISP2,16457.99,-18.308,
GISP2,16483.85,-18.662,
GISP2,16509.81,-18.424,
GISP2,16535.86,-18.281,
GISP2,16562.00,-18.289,
GISP2,16588.23,-18.919,
GISP2,16614.54,-18.946,
GISP2,16640.93,-18.738,
GISP2,16667.40,-18.824,
GISP2,16693.93,-19.252,
GISP2,16720.54,-19.437,
GISP2,16747.22,-20.052,
GISP2,16773.95,-19.951,
GISP2,16800.75,-19.775,
GISP2,16827.60,-19.260,
GISP2,16854.51,-19.277,
GISP2,16881.46,-19.061,
GISP2,16908.47,-18.909,
GISP2,16935.51,-19.579,
GISP2,16962.60,-19.525,
GISP2,16989.72,-19.951,
GISP2,17016.87,-19.879,
GISP2,17044.06,-20.386,
GISP2,17071.27,-19.970,
GISP2,17098.51,-19.646,
GISP2,17125.76,-19.284,
GISP2,17153.04,-18.386,
GISP2,17180.32,-18.013,
GISP2,17207.62,-17.979,
GISP2,17234.93,-17.986,
GISP2,17262.24,-17.739,
GISP2,17289.56,-18.567,
GISP2,17316.87,-18.753,
GISP2,17344.18,-18.921,
GISP2,17371.48,-18.631,
GISP2,17398.77,-18.666,
GISP2,17426.04,-18.813,
GISP2,17453.30,-19.183,
GISP2,17480.54,-19.339,
GISP2,17507.76,-19.066,
GISP2,17534.95,-18.851,
GISP2,17562.11,-18.738,
GISP2,17589.24,-19.020,
GISP2,17616.32,-18.678,
GISP2,17643.32,-19.391,
GISP2,17670.22,-19.486,
GISP2,17696.97,-19.693,
GISP2,17723.50,-19.248,
GISP2,17749.74,-19.227,
GISP2,17775.62,-19.130,
GISP2,17801.05,-18.874,
GISP2,17825.98,-18.384,
GISP2,17850.38,-17.805,
GISP2,17874.25,-16.888,
GISP2,17897.58,-16.641,
GISP2,17920.43,-15.949,
GISP2,17942.85,-15.668,
GISP2,17964.94,-14.971,
GISP2,17986.75,-15.377,
GISP2,18008.38,-15.295,
GISP2,18029.86,-15.802,
GISP2,18051.25,-15.942,
GISP2,18072.58,-16.163,
GISP2,18093.86,-15.688,
GISP2,18115.11,-15.388,
GISP2,18136.32,-14.912,
GISP2,18157.51,-15.568,
GISP2,18178.66,-15.153,
GISP2,18199.78,-15.557,
GISP2,18220.87,-15.892,
GISP2,18241.93,-16.011,
GISP2,18262.96,-16.014,
GISP2,18283.96,-16.929,
GISP2,18304.92,-16.404,
GISP2,18325.86,-16.685,
GISP2,18346.76,-17.104,
GISP2,18367.63,-17.130,
GISP2,18388.48,-16.922,
GISP2,18409.29,-16.570,
GISP2,18430.07,-16.268,
GISP2,18450.82,-15.977,
GISP2,18471.55,-15.752,
GISP2,18492.24,-15.010,
GISP2,18512.91,-14.636,
GISP2,18533.54,-14.745,
GISP2,18554.15,-15.616,
GISP2,18574.72,-16.527,
GISP2,18595.27,-16.442,
GISP2,18615.79,-16.475,
GISP2,18636.28,-16.892,
GISP2,18656.74,-17.127,
GISP2,18677.18,-16.780,
GISP2,18697.58,-16.090,
GISP2,18717.96,-15.757,
GISP2,18738.31,-15.754,
GISP2,18758.63,-14.948,
GISP2,18778.93,-15.080,
GISP2,18799.20,-15.392,
GISP2,18819.44,-15.339,
GISP2,18839.65,-15.332,
GISP2,18859.84,-15.925,
GISP2,18880.00,-16.140,
GISP2,18900.13,-15.515,
GISP2,18920.24,-16.346,
GISP2,18940.32,-15.936,
GISP2,18960.38,-16.666,
GISP2,18980.41,-15.992,
GISP2,19000.41,-16.166,
GISP2,19020.39,-15.789,
GISP2,19040.34,-16.439,
GISP2,19060.26,-16.467,
GISP2,19080.17,-16.219,
GISP2,19100.04,-16.739,
GISP2,19119.89,-16.934,
GISP2,19139.72,-16.960,
GISP2,19159.52,-17.172,
GISP2,19179.30,-17.093,
GISP2,19199.05,-16.966,
GISP2,19218.78,-17.314,
GISP2,19238.49,-17.434,
GISP2,19258.17,-16.765,
GISP2,19277.83,-16.295,
GISP2,19297.46,-16.183,
GISP2,19317.07,-16.161,
GISP2,19336.66,-16.129,
GISP2,19356.23,-16.398,
GISP2,19375.77,-16.331,
GISP2,19395.29,-16.923,
GISP2,19414.78,-16.180,
GISP2,19434.26,-16.863,
GISP2,19453.71,-15.903,
GISP2,19473.14,-16.099,
GISP2,19492.55,-16.270,
GISP2,19511.93,-16.486,
GISP2,19531.29,-15.809,
GISP2,19550.64,-16.415,
GISP2,19569.96,-16.424,
GISP2,19589.26,-16.213,
GISP2,19608.53,-16.142,
GISP2,19627.79,-16.295,
GISP2,19647.03,-15.450,
GISP2,19666.24,-15.420,
GISP2,19685.44,-14.865,
GISP2,19704.61,-15.381,
GISP2,19723.77,-15.601,
GISP2,19742.90,-15.771,
GISP2,19762.02,-16.352,
GISP2,19781.11,-16.516,
GISP2,19800.19,-16.929,
GISP2,19819.25,-17.284,
GISP2,19838.28,-17.318,
GISP2,19857.30,-17.034,
GISP2,19876.30,-16.868,
GISP2,19895.28,-16.443,
GISP2,19914.24,-15.796,
GISP2,19933.18,-16.263,
GISP2,19952.11,-16.116,
GISP2,19971.01,-16.423,
GISP2,19989.90,-16.001,
GISP2,20008.77,-17.077,
NGRIP,-20,0.435,
NGRIP,-10,0.549,
NGRIP,0,0.650,
NGRIP,10,0.739,
NGRIP,20,0.817,
NGRIP,30,0.887,
NGRIP,40,0.953,
NGRIP,50,1.019,
NGRIP,60,1.087,
NGRIP,70,1.149,
NGRIP,80,1.084,
NGRIP,90,0.973,
NGRIP,100,0.835,
NGRIP,110,0.696,
NGRIP,120,0.570,
NGRIP,130,0.458,
NGRIP,140,0.354,
NGRIP,150,0.247,
NGRIP,160,0.138,
NGRIP,170,0.033,
NGRIP,180,-0.058,
NGRIP,190,-0.135,
NGRIP,200,-0.202,
NGRIP,210,-0.263,
NGRIP,220,-0.330,
NGRIP,230,-0.410,
NGRIP,240,-0.494,
NGRIP,250,-0.564,
NGRIP,260,-0.610,
NGRIP,270,-0.624,
NGRIP,280,-0.606,
NGRIP,290,-0.568,
NGRIP,300,-0.521,
NGRIP,310,-0.467,
NGRIP,320,-0.408,
