,time,seierstad14gisp2d18o1kyrfir
690,-1145,-0.2303175873869216
691,-1135,-0.22692896762400544
692,-1125,-0.2552862490454084
693,-1115,-0.32235537453837826
694,-1105,-0.3772298470417912
695,-1095,-0.41715312162491
696,-1085,-0.3795382565340741
697,-1075,-0.24705359967062124
698,-1065,-0.14614976095549073
699,-1055,-0.0838082772202029
700,-1045,0.03247455555690343
701,-1035,0.21467196642416672
702,-1025,0.34264860343075
703,-1015,0.40431949107766674
704,-1005,0.43321773321506574
705,-995,0.4221896376670172
706,-985,0.4392260750203567
707,-975,0.4905976938704506
708,-965,0.47549039183023656
709,-955,0.37915944910944865
710,-945,0.26366717621598956
711,-935,0.12480634276362965
712,-925,-0.0038896690435473724
713,-915,-0.12010862603443268
714,-905,-0.16195116334032567
715,-895,-0.11284957573746647
716,-885,-0.05689186491855648
717,-875,0.007430773589919289
718,-865,0.05607060267708313
719,-855,0.08552294786871491
720,-845,0.16343722272906827
721,-835,0.3006117677286958
722,-825,0.3298379473098646
723,-815,0.2271498781226965
724,-805,0.06386227387737028
725,-795,-0.173442977277357
726,-785,-0.2968295258747527
727,-775,-0.2809735020783309
728,-765,-0.20070438017352238
729,-755,-0.04172718915646629
730,-745,0.04207872507827363
731,-735,0.033985918827627776
732,-725,0.0024469451293095967
733,-715,-0.05780156848243442
734,-705,-0.07061231062718873
735,-695,-0.02540862018822253
736,-685,-0.015984617104982002
737,-675,-0.050293138899435264
738,-665,-0.044908669830874555
739,-655,0.008996948032950845
740,-645,0.009161532595781084
741,-635,-0.05642956512113573
742,-625,-0.1533515544077258
743,-615,-0.28858139327687515
744,-605,-0.34147072618193697
745,-595,-0.2936972918312854
746,-585,-0.22769744022652774
747,-575,-0.1394056325562954
748,-565,-0.03859478491095797
749,-555,0.07751845971452044
750,-545,0.1510491271237522
751,-535,0.17253938953716846
752,-525,0.1728851498307405
753,-515,0.14733560334172952
754,-505,0.10726390429665444
755,-495,0.0494116818583823
756,-485,-0.015180128132542756
757,-475,-0.08795435408855684
758,-465,-0.10775008283211217
759,-455,-0.06275152817395649
760,-445,-0.02103700205604896
761,-435,0.016659674721487244
762,-425,0.0645178824772556
763,-415,0.12483142916517527
764,-405,0.11090610305881754
765,-395,0.006258131506245067
766,-385,-0.06799159436732219
767,-375,-0.10503361148403731
768,-365,-0.061005802636927814
769,-355,0.08211639767971995
770,-345,0.1306796701436495
771,-335,0.06361485114675469
772,-325,0.01782036041374732
773,-315,-0.0019275573813380582
774,-305,0.05809851877423317
775,-295,0.21567358242124102
776,-285,0.2717806461974966
777,-275,0.2039423657450926
778,-265,0.10898390074355332
779,-255,-0.01903689588492624
780,-245,-0.07172105196642536
781,-235,-0.03229706674178437
782,-225,-0.02566393273010842
783,-215,-0.05915337702686297
784,-205,-0.04668462482396338
785,-195,0.021985786998578415
