,time,erb22GMSTanom_decavg_temp__detrendedlinear
666,-1385.0,-0.007680562554894084
667,-1375.0,-0.007787270453343299
668,-1365.0,-0.024953711351792515
669,-1355.0,-0.025641772250241737
670,-1345.0,-0.03920157214869095
671,-1335.0,-0.059451800047140166
672,-1325.0,-0.06937477294558939
673,-1315.0,-0.0678997468440386
674,-1305.0,-0.06258773274248781
675,-1295.0,-0.06125429264093703
676,-1285.0,-0.05431356453938625
677,-1275.0,-0.05937474243783546
678,-1265.0,-0.06066231033628468
679,-1255.0,-0.05720892823473389
680,-1245.0,-0.05226438613318311
681,-1235.0,-0.042389094031632324
682,-1225.0,-0.03099143193008154
683,-1215.0,-0.02731626182853076
684,-1205.0,-0.015996787726979975
685,-1195.0,-0.021183567625429188
686,-1185.0,-0.011063003523878408
687,-1175.0,-0.014671111422327625
688,-1165.0,-0.02355437432077684
689,-1155.0,-0.01791813021922606
690,-1145.0,-0.00821374511767527
691,-1135.0,-0.018789667016124483
692,-1125.0,-0.0025015229145737006
693,-1115.0,0.0037470291869770855
694,-1105.0,-0.0007816097114721303
695,-1095.0,-0.012231604609921346
696,-1085.0,-0.027567679508370562
697,-1075.0,-0.028585840406819777
698,-1065.0,-0.026676438305268998
699,-1055.0,-0.016020060203718215
700,-1045.0,-0.02432335410216743
701,-1035.0,-0.03235388800061664
702,-1025.0,-0.041378839899065864
703,-1015.0,-0.04022989779751508
704,-1005.0,-0.032603658695964294
705,-995.0,-0.02517797159441351
706,-985.0,-0.020878078492862728
707,-975.0,-0.011711741391311942
708,-965.0,-0.004770990289761155
709,-955.0,-0.005336650188210373
710,-945.0,-0.01154670608665959
711,-935.0,-0.030535546985108807
712,-925.0,-0.03714643888355802
713,-915.0,-0.017530686782007237
714,-905.0,-0.01886394968045645
715,-895.0,-0.025670506578905666
716,-885.0,-0.025233870477354887
717,-875.0,-0.023316064375804104
718,-865.0,-0.038492078274253314
719,-855.0,-0.03649334917270253
720,-845.0,-0.03019521807115175
721,-835.0,-0.025097419969600968
722,-825.0,-0.02504621586805018
723,-815.0,-0.023914953766499398
724,-805.0,-0.029957155664948613
725,-795.0,-0.03460812556339783
726,-785.0,-0.038353279461847044
727,-775.0,-0.046834217360296256
728,-765.0,-0.04902744525874548
729,-755.0,-0.057772713157194684
730,-745.0,-0.0631306710556439
731,-735.0,-0.055924558954093116
732,-725.0,-0.04784109185254234
733,-715.0,-0.05428508475099155
734,-705.0,-0.05678198264944077
735,-695.0,-0.05315954054788998
736,-685.0,-0.0566785334463392
737,-675.0,-0.054017576344788425
738,-665.0,-0.055291744243237635
739,-655.0,-0.05391817214168685
740,-645.0,-0.04607817004013607
741,-635.0,-0.032319492938585284
742,-625.0,-0.06353652083703451
743,-615.0,-0.057474563735483715
744,-605.0,-0.059015351633932935
745,-595.0,-0.04382027953238215
746,-585.0,-0.041665907430831366
747,-575.0,-0.04389862532928058
748,-565.0,-0.045447093227729794
749,-555.0,-0.056934341126179004
750,-545.0,-0.06844118902462823
751,-535.0,-0.04415283692307744
752,-525.0,-0.05306223482152666
753,-515.0,-0.03586448671997587
754,-505.0,-0.04086496061842509
755,-495.0,-0.024881796516874305
756,-485.0,-0.01690683641532352
757,-475.0,-0.02534529431377274
758,-465.0,-0.03952326221222195
759,-455.0,-0.055742420110671174
760,-445.0,-0.0628598940091204
761,-435.0,-0.0403849959075696
762,-425.0,-0.041782708806018816
763,-415.0,-0.027529231704468034
764,-405.0,-0.04329209960291725
765,-395.0,-0.042393097501366474
766,-385.0,-0.05818554539981567
767,-375.0,-0.06479742329826489
768,-365.0,-0.06372534119671411
769,-355.0,-0.05433702909516333
770,-345.0,-0.043585376993612535
771,-335.0,-0.042508724892061756
772,-325.0,-0.048768092790510975
773,-315.0,-0.03849759068896019
774,-305.0,-0.0426760385874094
775,-295.0,-0.06530283648585862
776,-285.0,-0.06884757838430784
777,-275.0,-0.06790070228275705
778,-265.0,-0.07446934018120627
779,-255.0,-0.08344830807965549
780,-245.0,-0.07714390597810471
781,-235.0,-0.07728922387655392
782,-225.0,-0.05360091577500313
783,-215.0,-0.05337324467345235
784,-205.0,-0.05477024757190156
