,time,alley00gisp2multiproxy1kyrfir
652,-1525.0,0.7120012800971208
653,-1515.0,0.8184227664340606
654,-1505.0,0.6202276469984846
655,-1495.0,0.4348080345763226
656,-1485.0,0.315123882297907
657,-1475.0,0.2400282430531468
658,-1465.0,0.18000968365087236
659,-1455.0,0.1171859376163977
660,-1445.0,0.10542107393170616
661,-1435.0,0.09713618831109455
662,-1425.0,0.09441099157786101
663,-1415.0,0.08490552546586158
664,-1405.0,0.08084550891478746
665,-1395.0,0.07016051749878773
666,-1385.0,0.06476054631251078
667,-1375.0,0.035887011582521604
668,-1365.0,-0.025432921606965024
669,-1355.0,-0.15405479488068818
670,-1345.0,-0.2991095895989993
671,-1335.0,-0.41015756210310683
672,-1325.0,-0.4193950192903195
673,-1315.0,-0.36758559169320093
674,-1305.0,-0.36514314491471617
675,-1295.0,-0.3477197263924783
676,-1285.0,-0.3970376122789509
677,-1275.0,-0.4540224347519421
678,-1265.0,-0.48755996643597227
679,-1255.0,-0.5194137420031091
680,-1245.0,-0.603852617450856
681,-1235.0,-0.6899895018886396
682,-1225.0,-0.7322237977398757
683,-1215.0,-0.7539791981042099
684,-1205.0,-0.7627267543591246
685,-1195.0,-0.7345653096943082
686,-1185.0,-0.6777145503168891
687,-1175.0,-0.5739975562412407
688,-1165.0,-0.4247417502353583
689,-1155.0,-0.27908893386329275
690,-1145.0,-0.2135568556858775
691,-1135.0,-0.188816433127514
692,-1125.0,-0.10132984938948154
693,-1115.0,0.007679953809169478
694,-1105.0,0.10332642573718989
695,-1095.0,0.14655555290234673
696,-1085.0,0.18140015091097023
697,-1075.0,0.23516243075426402
698,-1065.0,0.26308423283025273
699,-1055.0,0.266327714598138
700,-1045.0,0.27835873881321455
701,-1035.0,0.34797294711511256
702,-1025.0,0.4694838122374246
703,-1015.0,0.5747606334754211
704,-1005.0,0.6400072113292323
705,-995.0,0.6627542965394222
706,-985.0,0.682737398667833
707,-975.0,0.7852998890842505
708,-965.0,0.8347138336180231
709,-955.0,0.7906024967389244
710,-945.0,0.6519235353660926
711,-935.0,0.45253011914169117
712,-925.0,0.3384670736314487
713,-915.0,0.18903157227557657
714,-905.0,0.09891911555996694
715,-895.0,0.0791170013869716
716,-885.0,0.08860390279795574
717,-875.0,0.015823397480222913
718,-865.0,-0.011104961555485057
719,-855.0,-0.0027492131512031337
720,-845.0,0.02046364878377569
721,-835.0,0.045488461411610934
722,-825.0,0.07955731820052256
723,-815.0,0.08012268480974816
724,-805.0,0.06396514816946411
725,-795.0,0.04868708096534623
726,-785.0,0.025175487455072657
727,-775.0,-0.03989841511958871
728,-765.0,-0.17216604616966666
729,-755.0,-0.34335126106147007
730,-745.0,-0.4484069709857532
731,-735.0,-0.4489602207957699
732,-725.0,-0.3660785706118157
733,-715.0,-0.2870257075423412
734,-705.0,-0.22003784308121505
735,-695.0,-0.15941263490327995
736,-685.0,-0.1084751064128538
737,-675.0,-0.07933674910466376
738,-665.0,-0.134272594783967
739,-655.0,-0.11328201361111
740,-645.0,-0.0710662350516014
741,-635.0,-0.0660026731001593
742,-625.0,-0.11385057408450172
743,-615.0,-0.14980919151733202
744,-605.0,-0.17673621866629347
745,-595.0,-0.20376901777751774
746,-585.0,-0.22537668348785886
747,-575.0,-0.22951620531535918
748,-565.0,-0.2073522983625085
749,-555.0,-0.12311083858133264
750,-545.0,-0.03257349569563174
751,-535.0,0.027944827623394303
752,-525.0,0.046152975145180665
753,-515.0,0.03298089199799926
754,-505.0,0.023323424736511975
755,-495.0,0.04692058249418535
756,-485.0,0.05342206740423217
757,-475.0,0.0345677137795182
758,-465.0,-0.00673552197979033
759,-455.0,-0.0462106089587077
