,time,GISP2seierstad14d18O_decavg_d18O__detrendedlinear
723,-815,0.19011610101038912
724,-805,0.027274524924315813
725,-795,-0.20981705116174965
726,-785,-0.33328362724782323
727,-775,-0.31787520333388386
728,-765,-0.23834177941994739
729,-755,-0.08043335550600972
730,-745,0.002100068407919764
731,-735,-0.007491507678146547
732,-725,-0.040708083764208425
733,-715,-0.10279965985027673
734,-705,-0.1176412359363539
735,-695,-0.07473281202241822
736,-685,-0.0678243881084839
737,-675,-0.10491596419454652
738,-665,-0.10263254028061652
739,-655,-0.05222411636668056
740,-645,-0.05581569245275375
741,-635,-0.12540726853881523
742,-625,-0.2264988446248779
743,-615,-0.3660904207109468
744,-605,-0.42355699679701786
745,-595,-0.3806485728830822
746,-585,-0.3197401489691458
747,-575,-0.236831725055211
748,-565,-0.14154830114127748
749,-555,-0.031139877227353452
750,-545,0.03651854668657961
751,-535,0.05192697060052609
752,-525,0.04596039451445222
753,-515,0.013868818428385055
754,-505,-0.03284775765768444
755,-495,-0.09743933374375047
756,-485,-0.1687809098298203
757,-475,-0.2483724859158869
758,-465,-0.27508906200195327
759,-455,-0.23718063808802725
760,-445,-0.20264721417408538
761,-435,-0.17223879026015254
762,-425,-0.13170536634621755
763,-415,-0.07879694243229096
764,-405,-0.10013851851834943
765,-395,-0.2122300946044149
766,-385,-0.29394667069048097
767,-375,-0.3385382467765581
768,-365,-0.302129822862625
769,-355,-0.1667213989486882
770,-345,-0.12581297503475497
771,-335,-0.200404551120819
772,-325,-0.2536211272068911
773,-315,-0.28071270329296283
774,-305,-0.22792927937901908
775,-295,-0.0775208554650888
776,-285,-0.028362431551158807
777,-275,-0.10295400763721574
778,-265,-0.2045455837232808
779,-255,-0.3391371598093471
780,-245,-0.39835373589541945
781,-235,-0.3654453119814889
782,-225,-0.36516188806755423
783,-215,-0.4047534641536146
784,-205,-0.3982200402396856
785,-195,-0.3353116163257539
